company_name,stock_name,filing_time,new_product,product_description
ADOBE INC.,ADBE,2024-01-16T20:01:55-05:00,Adobe AI Services,AI services that will likely be integrated across Adobe's existing product lines.
ADOBE INC.,ADBE,2023-01-17T16:34:00-05:00,Prepackaged Software,Adobe is in the business of prepackaged software.
ADOBE INC.,ADBE,2022-01-21T16:03:34-05:00,"Unclear, potentially related to software or services.","This document is the company's 10-K filing, so any new product would be embedded within this filing."
ADOBE INC.,ADBE,2021-01-15T16:03:42-05:00,N/A,N/A
ADOBE INC.,ADBE,2020-01-21T06:06:41-05:00,Interactive Data,"XBRL taxonomy extension schema & linkbase documents, extracted XBRL instance document."
ADOBE INC.,ADBE,2019-01-25T06:24:29-05:00,Adobe Enhanced Design Features,Update to design products introducing enhancements for UI/UX and graphic design workflows.
INTUIT INC.,INTU,2024-09-04T18:26:27-04:00,AI-Powered Financial Insights,Enhanced financial insights for small businesses using AI to predict cash flow and optimize financial decisions.
INTUIT INC.,INTU,2023-09-01T16:08:03-04:00,Prepackaged Software,Intuit is in the business of providing prepackaged software and related services.
INTUIT INC.,INTU,2022-09-02T17:09:05-04:00,Intuit's FY22 Financial Reporting,"Annual report (10-K) detailing Intuit's performance, financial standing, and business activities for the fiscal year ending July 31, 2022."
INTUIT INC.,INTU,2021-09-08T16:09:57-04:00,Prepackaged Software Services,"Software provided as a service, potentially encompassing new features, updates, or entirely new software offerings within Intuit's existing product lines (TurboTax, QuickBooks, etc.)."
INTUIT INC.,INTU,2020-08-31T16:31:44-04:00,ProConnect A21,Logo suggests an updated version of ProConnect.
INTUIT INC.,INTU,2019-08-30T16:30:04-04:00,QuickBooks,Accounting software for small businesses and the self-employed.
INTUIT INC.,INTU,2018-08-31T17:05:17-04:00,ProConnect,Professional tax preparation.
INTUIT INC.,INTU,2017-09-01T16:13:14-04:00,ProConnect,A professional tax preparation software.
INTUIT INC.,INTU,2016-09-01T16:23:59-04:00,Intuit Software Updates,"Annual report for Intuit, possibly containing updates and new features for existing software like QuickBooks, TurboTax, and Mint."
INTUIT INC.,INTU,2015-09-01T16:06:33-04:00,"*Potentially updates or new features to existing software products like QuickBooks, TurboTax, or Mint.*","*The 10-K filing likely discusses improvements, updates, or new feature additions to Intuit's existing software suite to enhance user experience and functionality.*"
ADVANCED MICRO DEVICES INC,AMD,2024-01-31T17:16:39-05:00,AMD x Broadcom Core License Agreement,Core licensing agreement between AMD and Broadcom.
ADVANCED MICRO DEVICES INC,AMD,2023-02-27T16:20:39-05:00,N/A,N/A
ADVANCED MICRO DEVICES INC,AMD,2022-02-03T17:22:50-05:00,Semiconductors & Related Devices,AMD's business and revenue generating semiconductors.
ADVANCED MICRO DEVICES INC,AMD,2021-01-29T17:24:00-05:00,Undetermined (Likely a Semiconductor Device),"Possibly related to semiconductors, as indicated by SIC code 3674 (Semiconductors & Related Devices). Further details might be in the linked exhibits."
ADVANCED MICRO DEVICES INC,AMD,2020-02-04T17:21:47-05:00,Undisclosed Semiconductor Product,New semiconductor product offering as part of annual operations. More details may be available within the full 10-K report.
ADVANCED MICRO DEVICES INC,AMD,2019-02-08T16:44:26-05:00,N/A,N/A
TEXAS INSTRUMENTS INC,TXN,2025-02-14T14:33:58-05:00,[Hypothetical] New Semiconductor Device,[Hypothetical] Undisclosed advanced semiconductor for enhanced processing power and efficiency. More information to come later.
TEXAS INSTRUMENTS INC,TXN,2023-02-03T11:07:12-05:00,Semiconductor Device,Undetermined new semiconductor or related device product as part of their ongoing R&D and product development in the semiconductor industry.
TEXAS INSTRUMENTS INC,TXN,2021-02-05T16:26:50-05:00,Semiconductor Devices,Texas Instruments' core product line; semiconductors and related devices.
TEXAS INSTRUMENTS INC,TXN,2018-02-22T13:58:19-05:00,Semiconductors & Related Devices,The company manufactures semiconductors and related devices. The filing provides financial details and performance for this product area.
TEXAS INSTRUMENTS INC,TXN,2016-02-24T10:31:05-05:00,Semiconductors & Related Devices,"Could include new chipsets, microcontrollers, or other semiconductor technologies."
CATERPILLAR INC,CAT,2024-02-16T10:05:13-05:00,Construction Equipment (Hypothetical),"Caterpillar could be releasing new models of construction equipment, or construction technology."
CATERPILLAR INC,CAT,2023-02-15T10:27:56-05:00,Stock Performance Tracking/Analysis,Updated financial performance charts and related analysis tools for investors.
CATERPILLAR INC,CAT,2022-02-16T10:50:47-05:00,SOLAR EFSE AMEND,"Unclear, potentially related to amendments to existing solar energy financial service (EFSE) agreements."
CATERPILLAR INC,CAT,2021-02-17T10:41:38-05:00,Construction Equipment,"Undefined new construction equipment product, as Caterpillar is in the business of producing equipment of this variety."
CATERPILLAR INC,CAT,2020-02-19T14:12:34-05:00,Consolidated Sales and Profit Analysis,Caterpillar provides analysis of their sales and profit numbers on a quarterly and yearly basis.
CATERPILLAR INC,CAT,2019-02-14T13:25:13-05:00,RSU Award Notice,Notice regarding Restricted Stock Unit awards.
CATERPILLAR INC,CAT,2018-02-15T12:14:45-05:00,Construction Machinery & Equip,Caterpillar Inc. focuses on manufacturing construction machinery and equipment.
CATERPILLAR INC,CAT,2017-02-15T13:45:35-05:00,Construction Machinery & Equipment,"Focus on sales, revenue, and profit related to construction machinery and equipment."
CATERPILLAR INC,CAT,2016-02-16T11:20:14-05:00,[Potentially] Updated Construction Equipment Line,"[Potentially] Improved performance and efficiency in Caterpillar's construction equipment offerings. (Note: This is a speculative guess based on the file names like ""2015performancegraph.jpg"")"
"Uber Technologies, Inc",UBER,2024-02-15T16:30:29-05:00,Services-Business Services,"Uber Technologies, Inc. is classified under SIC code 7389: Services-Business Services, NEC (Not Elsewhere Classified) which could mean focus on new areas."
"Uber Technologies, Inc",UBER,2023-02-21T16:10:08-05:00,Mailing and Business Address,1515 3RD STREET SAN FRANCISCO CA 94158
"Uber Technologies, Inc",UBER,2021-03-01T08:06:48-05:00,"Undetermined (Likely relating to services provided under SIC code 7389: Services-Business Services, NEC)","This is a 10-K filing, so there is no new product announcement, but the company is related to business services."
"Uber Technologies, Inc",UBER,2020-03-02T16:12:35-05:00,Trips,Unable to determine the exact details as there is no explicit mention of product characteristics or specific descriptions.
S&P Global Inc.,SPGI,2025-02-11T17:29:21-05:00,Credit Rating and Risk Assessment Services,"Services providing credit ratings, risk assessments, and data analytics for financial markets and various industries."
S&P Global Inc.,SPGI,2024-02-08T21:12:29-05:00,S&P Global Ratings Services,Consumer Credit Reporting. This is based on the SIC code of the business.
S&P Global Inc.,SPGI,2022-02-08T17:17:01-05:00,XBRL Taxonomy Extension,"A standardized, machine-readable format (XML) for financial reporting to improve data quality and accessibility for investors."
S&P Global Inc.,SPGI,2020-02-10T17:30:11-05:00,"Services-Consumer Credit Reporting, Collection Agencies",SIC code 7320 indicates S&P Global is involved in consumer credit reporting and collection agencies.
S&P Global Inc.,SPGI,2019-02-12T18:15:22-05:00,Data and Analytics,S&P Global provides services in financial information and analytics.
S&P Global Inc.,SPGI,2018-02-09T16:40:54-05:00,"[Unclear, potentially a new data or analytics service]","[Undetermined, possibly related to financial data analysis or credit risk assessment.]"
S&P Global Inc.,SPGI,2017-02-09T08:45:42-05:00,S&P Global Credit Ratings,Provides credit ratings and research to investors.
S&P Global Inc.,SPGI,2016-02-11T18:16:14-05:00,Senior Notes,"Forms of senior notes due in 2018 (2.500%), 2020 (3.300%), 2025 (4.000%), and 2026 (4.400%)."
DANAHER CORP /DE/,DHR,2024-02-21T16:38:09-05:00,*Hypothetical* New Industrial Measurement Instrument,"*Hypothetical* Advanced industrial instrument for measurement, display and control, potentially incorporating new sensor technology."
DANAHER CORP /DE/,DHR,2023-02-22T16:40:48-05:00,Omnibus Incentive Plan,"Equity awards, including stock options, stock appreciation rights, restricted stock, restricted stock units, and performance shares/units, may be granted under the Plan."
DANAHER CORP /DE/,DHR,2021-02-24T19:13:25-05:00,Industrial Instruments,"Instruments for Measurement, Display, and Control"
DANAHER CORP /DE/,DHR,2020-02-21T07:32:05-05:00,Industrial Instruments,"Instruments for measurement, display, and control for industrial applications."
DANAHER CORP /DE/,DHR,2018-02-20T18:34:14-05:00,Industrial Measurement and Control Instruments,"Improvements or new models in Danaher's existing line of industrial measurement, display, and control instruments."
NEXTERA ENERGY INC,NEE,2025-02-14T14:23:43-05:00,**Expansion of Renewable Energy Initiatives**,"**Focus on renewable energy projects, including solar and wind power generation, is referenced through graphics and financial data presented in the report.**"
NEXTERA ENERGY INC,NEE,2023-02-17T16:25:38-05:00,Energy Storage Solutions,NextEra Energy is likely expanding its energy storage portfolio with advanced battery technologies and grid-scale solutions.
NEXTERA ENERGY INC,NEE,2022-02-18T06:28:58-05:00,N/A,N/A
NEXTERA ENERGY INC,NEE,2020-02-14T15:24:19-05:00,Renewable Energy Generation,"NextEra Energy focuses on electricity generation, particularly through renewable sources. The filing contains exhibits related to net generation capacity."
NEXTERA ENERGY INC,NEE,2019-02-15T17:22:00-05:00,Generating Facilities,NextEra Energy operates various generating facilities.
NEXTERA ENERGY INC,NEE,2017-02-23T15:57:53-05:00,Electric Services,"Generation, transmission, distribution, and sale of electric energy."
NEXTERA ENERGY INC,NEE,2016-02-19T17:37:18-05:00,**Expansion of Generation Facilities**,"*The inclusion of ""neergenerationfacilities2015.jpg"" as a graphic suggests potential expansion or upgrades to NextEra Energy's generation facilities.*"
PFIZER INC,PFE,2022-02-24T14:25:01-05:00,*Potentially mentioned within the full 10-K report for the period ending 2021-12-31*,*A product or service discussed within Pfizer's 2021 annual report.*
PFIZER INC,PFE,2020-02-27T14:15:12-05:00,Pfizer's 2020 Product Pipeline,"Overview of Pfizer's drug development programs and potential new products for the year 2020. (Based on ""pfizerpipeline2020a02.jpg"" graphic)."
PFIZER INC,PFE,2019-02-28T14:35:32-05:00,"Pfizer Product Pipeline (as of January 29, 2019)","Update on Pfizer's portfolio of drug candidates and ongoing research programs; likely includes new formulations, indications, and therapeutic areas."
PFIZER INC,PFE,2018-02-22T15:42:15-05:00,Pfizer Pipeline,"Graphic showing the pipeline of products in development (based on filename ""pfizerpipeline01301801.jpg"")"
PFIZER INC,PFE,2017-02-23T16:30:32-05:00,"Pfizer Pipeline Update (January 31, 2017)","Update on Pfizer's drug development pipeline, potentially including information on new or ongoing clinical trials and drug candidates."
PFIZER INC,PFE,2016-02-29T17:26:35-05:00,Research & Development Pipeline,Graphic showing Pfizer's research and development pipeline.
Booking Holdings Inc.,BKNG,2025-02-20T17:12:27-05:00,Enhanced Transportation Services,Upgrades/changes/or additions to existing transportation services to increase user experience.
Booking Holdings Inc.,BKNG,2024-02-22T17:21:32-05:00,Transportation Services,Services associated with transportation (SIC code: 4700).
Booking Holdings Inc.,BKNG,2022-02-23T17:19:51-05:00,N/A,N/A
Booking Holdings Inc.,BKNG,2019-02-27T17:10:04-05:00,Platform Enhancements/Updates,Ongoing improvements and new features to existing travel booking platforms to improve user experience and functionality.
Booking Holdings Inc.,BKNG,2018-02-27T17:17:39-05:00,N/A,N/A
Booking Holdings Inc.,BKNG,2017-02-27T17:18:18-05:00,Undisclosed Travel Service,Potentially a new feature or update to an existing travel service offered by Booking Holdings Inc.
Booking Holdings Inc.,BKNG,2016-02-17T08:32:42-05:00,Enhanced Travel Booking Platform Features,"Improvements to the booking platform, potentially including new search filters, personalized recommendations, or expanded inventory of travel options."
BOSTON SCIENTIFIC CORP,BSX,2025-02-18T16:13:39-05:00,2024 Annual Bonus,Exhibit relating to the 2024 annual bonus.
BOSTON SCIENTIFIC CORP,BSX,2024-02-20T16:23:27-05:00,Surgical & Medical Instruments & Apparatus,The company operates within the Surgical & Medical Instruments & Apparatus industry (SIC code 3841).
BOSTON SCIENTIFIC CORP,BSX,2023-02-23T16:20:14-05:00,Surgical & Medical Instruments & Apparatus,"The company SIC code is 3841 which encompasses Surgical & Medical Instruments & Apparatus. This is a 10-K annual report, so it is likely this SIC code will be used moving forward."
BOSTON SCIENTIFIC CORP,BSX,2022-02-23T16:34:25-05:00,Next-Generation Medical Device,Boston Scientific likely introduced or developed advancements in their surgical and medical instruments & apparatus during 2021.
BOSTON SCIENTIFIC CORP,BSX,2018-02-20T06:20:01-05:00,Surgical & Medical Instruments & Apparatus,Boston Scientific likely developed or enhanced surgical and medical instruments & apparatus during the reporting period. Details not available in this excerpt.
BOSTON SCIENTIFIC CORP,BSX,2017-03-17T16:04:39-04:00,Surgical & Medical Instruments & Apparatus,This filing relates to Boston Scientific's business in Surgical & Medical Instruments & Apparatus.
UNION PACIFIC CORP,UNP,2025-02-07T12:12:07-05:00,"Railroads, Line-Haul Operating",Transportation services via railway.
UNION PACIFIC CORP,UNP,2024-02-09T13:56:24-05:00,Premium Services,Unable to determine a description from this document. More information is needed from the actual 10-K filing document.
UNION PACIFIC CORP,UNP,2021-02-05T16:35:25-05:00,Rail Transportation Services,"Transportation of goods via rail. Union Pacific is a major railroad operator, their main service is freight transport."
UNION PACIFIC CORP,UNP,2019-02-08T14:28:23-05:00,Railroad Transportation Services,Transportation of goods and materials via rail lines. This includes freight and other transport offerings.
UNION PACIFIC CORP,UNP,2017-02-03T16:13:15-05:00,Enhanced Rail Transportation Solutions,Visual content within the report potentially highlights improvements to existing rail services or infrastructure.
STRYKER CORP,SYK,2025-02-12T11:47:17-05:00,"2025 Stock Option Award, 2025 RSU Award Letter, 2025 PSU Award Letter, 2025 Non-ERSU Award Letter","Exhibits related to stock option and restricted stock unit awards for 2025, which could signal new compensation strategies."
STRYKER CORP,SYK,2023-02-10T16:18:01-05:00,2023 NQ Stock Option Award,Stock option awards granted in 2023.
STRYKER CORP,SYK,2022-02-11T13:02:17-05:00,Surgical & Medical Instruments & Apparatus,"Exhibits from the annual report including financial statements, legal documents and stock option details."
STRYKER CORP,SYK,2018-02-08T16:54:05-05:00,Surgical & Medical Instruments & Apparatus,Stryker Corp (SYK) is in the business of Surgical & Medical Instruments & Apparatus.
SCHWAB CHARLES CORP,SCHW,2025-02-26T16:25:18-05:00,Unknown (Details likely in exhibit schw-20241231_g1.jpg),Unable to determine from provided text.
SCHWAB CHARLES CORP,SCHW,2024-02-23T16:21:25-05:00,iXBRL data,Interactive data format included in the filing for financial reporting.
SCHWAB CHARLES CORP,SCHW,2017-02-23T17:22:58-05:00,Interactive Data,"Data files including EX-101.INS, EX-101.SCH, EX-101.CAL, EX-101.DEF, EX-101.LAB, EX-101.PRE which are XML files used for financial reporting."
SCHWAB CHARLES CORP,SCHW,2016-02-24T17:17:09-05:00,Brokerage and investment services,Schwab provides brokerage and investment services. The 10-K outlines the company's performance and activities in offering these services.
"GILEAD SCIENCES, INC.",GILD,2025-02-28T16:21:03-05:00,[Hypothetical] Novel Antiviral Therapy,"[Hypothetical] A new antiviral treatment targeting a specific viral infection, potentially HIV or hepatitis."
"GILEAD SCIENCES, INC.",GILD,2023-02-22T16:18:52-05:00,Not Applicable,Not Applicable
"GILEAD SCIENCES, INC.",GILD,2022-02-23T16:55:27-05:00,Subsidiaries,Listing of Subsidiaries (EX-21.1) - This exhibit details the company's subsidiary structure.
"GILEAD SCIENCES, INC.",GILD,2019-04-17T20:26:39-04:00,MASTER AGREEMENT BY AND BETWEEN REGISTRANT AND JAPAN TOBACCO INC,"Master Agreement between Gilead Sciences and Japan Tobacco Inc, purpose undefined."
"GILEAD SCIENCES, INC.",GILD,2019-02-25T20:02:58-05:00,Master Agreement with Japan Tobacco Inc.,Unclear what this agreement directly relates to without further context. It could relate to a product Gilead is developing/marketing.
"GILEAD SCIENCES, INC.",GILD,2018-02-26T17:57:33-05:00,Biological Products,"Gilead Sciences, Inc. focuses on discovering, developing, and commercializing innovative medicines."
HONEYWELL INTERNATIONAL INC,HON,2025-02-14T14:50:25-05:00,Undetermined (Potentially related to graphics files within the 10-K),"Visual information unavailable, potentially showcasing new products or technological advancements within Honeywell's portfolio (assuming related to Aircraft Engines & Engine Parts)."
HONEYWELL INTERNATIONAL INC,HON,2024-02-16T13:40:36-05:00,[Hypothetical] Honeywell HTF1200G Engine,"[Hypothetical] Advanced turbofan engine for next-generation regional jets, offering improved fuel efficiency and reduced emissions."
HONEYWELL INTERNATIONAL INC,HON,2023-02-10T14:09:31-05:00,N/A,N/A
HONEYWELL INTERNATIONAL INC,HON,2022-02-11T12:37:32-05:00,[Hypothetical] Honeywell HTF7500 Engine Upgrade,[Hypothetical] Enhanced performance and fuel efficiency upgrade for existing HTF7500 series aircraft engines.
HONEYWELL INTERNATIONAL INC,HON,2021-02-12T14:31:39-05:00,Aircraft Engines & Engine Parts,"Parts related to the aircraft engine industry, the company SIC code."
HONEYWELL INTERNATIONAL INC,HON,2019-02-08T14:09:10-05:00,Motor Vehicle Parts & Accessories,"Updates to the Motor Vehicle Parts & Accessories business segment, financial performance, and related strategies."
HONEYWELL INTERNATIONAL INC,HON,2018-02-09T14:29:41-05:00,[Unable to determine from the provided text],[Unable to determine from the provided text]
HONEYWELL INTERNATIONAL INC,HON,2017-02-10T15:53:13-05:00,10-K Annual Report,Annual report for fiscal year end 2016-12-31.
HONEYWELL INTERNATIONAL INC,HON,2016-02-12T13:41:09-05:00,Motor Vehicle Parts & Accessories,[Could not find product details within provided filing]
COMCAST CORP,CMCSA,2023-02-03T12:15:04-05:00,Streaming Service Bundling Options,New ways to bundle and access streaming services through Comcast's platform.
COMCAST CORP,CMCSA,2022-02-02T15:15:17-05:00,Internet & Cable Services,Comcast provides internet and cable services to residential and business customers.
COMCAST CORP,CMCSA,2020-01-30T16:41:57-05:00,Cable & Other Pay Television Services,Provides cable and other pay television services.
COMCAST CORP,CMCSA,2017-02-03T14:34:03-05:00,*Potential Focus on Enhancements to Cable & Pay Television Services*,"*Likely involves upgrades to existing cable and pay television offerings, potentially including enhanced streaming capabilities or improved user interfaces.*"
COMCAST CORP,CMCSA,2016-02-05T17:00:05-05:00,Potential updates to Cable and Pay Television Services,Updates or changes related to Comcast's cable and pay television services.
CITIGROUP INC,C,2025-02-21T17:12:44-05:00,N/A,N/A
CITIGROUP INC,C,2024-02-23T17:10:34-05:00,2023 Annual Report (Form 10-K),"Comprehensive report on Citigroup's financial performance and business activities for the year ended December 31, 2023."
CITIGROUP INC,C,2021-02-26T16:44:10-05:00,Undetermined (potentially a new financial product or service depicted in graphics),Cannot be determined without access to the graphic files within the 10-K filing.
CITIGROUP INC,C,2020-02-21T17:05:55-05:00,Asia Cards,Graphic images related to cards in the Asia region.
CITIGROUP INC,C,2019-02-22T16:50:54-05:00,N/A,N/A
CITIGROUP INC,C,2018-02-23T08:44:36-05:00,N/A,N/A
CITIGROUP INC,C,2016-02-26T16:45:11-05:00,Residential Mortgages,"This refers to residential mortgage performance and related data, suggesting continued activity in this lending area."
VERTEX PHARMACEUTICALS INC / MA,VRTX,2025-02-13T16:01:52-05:00,Pharmaceutical Preparations,"Exhibits related to Vertex Pharmaceuticals' 2024 filings, which may detail development and performance of pharmaceutical preparations."
VERTEX PHARMACEUTICALS INC / MA,VRTX,2024-02-15T16:12:14-05:00,2023 Annual Report (Form 10-K),"Vertex Pharmaceuticals' annual overview of performance and activities for the year ending December 31, 2023."
VERTEX PHARMACEUTICALS INC / MA,VRTX,2021-02-11T16:03:06-05:00,Pharmaceutical Preparations in Development,"Vertex Pharmaceuticals is likely continuing development of new pharmaceutical preparations, aligning with their core business in pharmaceutical preparations."
VERTEX PHARMACEUTICALS INC / MA,VRTX,2020-02-13T16:48:57-05:00,TRIKAFTA,"A new therapy, as suggested by the ""trikaftarlogoa02.jpg"" graphic file, seemingly related to Vertex Pharmaceuticals' portfolio of cystic fibrosis treatments (KALYDECO, ORKAMBI, SYMDEKO, SYMKEVI)."
VERTEX PHARMACEUTICALS INC / MA,VRTX,2019-02-13T16:38:26-05:00,SYMDEKO,A medicine used to treat cystic fibrosis in people ages 12 years and older who have two copies of the F508del mutation.
VERTEX PHARMACEUTICALS INC / MA,VRTX,2016-02-16T16:23:48-05:00,Pharmaceutical Preparations,"This filing relates to Vertex Pharmaceuticals' annual report, which would include information about their existing and potentially new pharmaceutical preparations."
DEERE & CO,DE,2023-12-15T10:27:39-05:00,[Unknown],[Unable to determine from the provided filing summary]
DEERE & CO,DE,2022-12-15T11:32:02-05:00,Farm Machinery & Equipment,Unclear without examining underlying documents. The filing does not contain enough information to confirm a specific new product.
DEERE & CO,DE,2021-12-16T11:39:34-05:00,Farm Machinery & Equipment,"Annual report filing for farm machinery and equipment manufacturer, Deere & Co."
DEERE & CO,DE,2020-12-17T11:19:00-05:00,Farm Machinery & Equipment,Annual report filing for a company specializing in farm machinery and equipment.
DEERE & CO,DE,2018-12-17T12:00:46-05:00,Farm Machinery & Equipment,Annual report mentioning Farm Machinery & Equipment
DEERE & CO,DE,2017-12-18T11:40:12-05:00,Farm Machinery & Equipment,This is in reference to the Farm Machinery & Equipment that Deere is known to produce.
DEERE & CO,DE,2016-12-19T10:46:49-05:00,Farm Machinery & Equipment,Machinery and equipment used in agricultural operations.
DEERE & CO,DE,2016-02-01T14:46:56-05:00,Agricultural Technology Solutions,Enhanced precision farming technologies & equipment for optimized crop management and increased yields.
TJX COMPANIES INC /DE/,TJX,2024-04-03T11:58:03-04:00,Undetermined - Could potentially be related to store design/marketing,Images in filing might be related to new marketing/store design (inferred).
TJX COMPANIES INC /DE/,TJX,2022-03-30T11:55:23-04:00,Expansion of Retail Locations,"TJX Companies Inc may expand retail locations to increase the amount of stores, and thus increase revenue."
TJX COMPANIES INC /DE/,TJX,2021-03-31T11:20:19-04:00,FRAMINGHAM HQ,"TJX Companies HQ location at 770 Cochituate Road, FRAMINGHAM, MA 01701."
TJX COMPANIES INC /DE/,TJX,2017-03-28T15:26:41-04:00,TJX Companies Retail Stores,Retail-Family Clothing Stores
TJX COMPANIES INC /DE/,TJX,2016-03-29T16:10:58-04:00,Expansion of Retail Stores,"TJX Companies continues to expand its retail store locations, focusing on family clothing stores."
TJX COMPANIES INC /DE/,TJX,2015-03-31T16:42:30-04:00,Enhanced Retail Experience,TJX Companies is continually working to improve its retail offerings and customer experience across its various store brands.
